"","quarter","ageg10","sex","hiv","n","q","pop","inc","count"
"1",2012-10-01,"15-24","females","Negative",28,1,129510,21.6199521272489,"28"
"2",2012-10-01,"15-24","females","Positive",43,1,129510,33.202069338275,"43"
"3",2012-10-01,"15-24","females",NA,25,1,129510,19.3035286850436,"25"
"4",2012-10-01,"15-24","males","Negative",32,1,119197,26.8463132461387,"32"
"5",2012-10-01,"15-24","males","Positive",18,1,119197,15.101051200953,"18"
"6",2012-10-01,"15-24","males",NA,30,1,119197,25.1684186682551,"30"
"7",2012-10-01,"25-34","females","Negative",21,1,94609,22.1966197719033,"21"
"8",2012-10-01,"25-34","females","Positive",129,1,94609,136.35066431312,"129"
"9",2012-10-01,"25-34","females",NA,31,1,94609,32.7664387109049,"31"
"10",2012-10-01,"25-34","males","Negative",32,1,96894,33.025780750098,"32"
"11",2012-10-01,"25-34","males","Positive",72,1,96894,74.3080066877206,"72"
"12",2012-10-01,"25-34","males",NA,35,1,96894,36.1219476954197,"35"
"13",2012-10-01,"35-44","females","Negative",12,1,51523,23.2905692603303,"12"
"14",2012-10-01,"35-44","females","Positive",77,1,51523,149.447819420453,"77"
"15",2012-10-01,"35-44","females",NA,20,1,51523,38.8176154338839,"20"
"16",2012-10-01,"35-44","males","Negative",12,1,59627,20.1251111073842,"12"
"17",2012-10-01,"35-44","males","Positive",124,1,59627,207.95948144297,"124"
"18",2012-10-01,"35-44","males",NA,48,1,59627,80.500444429537,"48"
"19",2012-10-01,"45-54","females","Negative",9,1,24832,36.2435567010309,"9"
"20",2012-10-01,"45-54","females","Positive",35,1,24832,140.947164948454,"35"
"21",2012-10-01,"45-54","females",NA,15,1,24832,60.4059278350515,"15"
"22",2012-10-01,"45-54","males","Negative",14,1,28058,49.8966426687576,"14"
"23",2012-10-01,"45-54","males","Positive",50,1,28058,178.202295245563,"50"
"24",2012-10-01,"45-54","males",NA,16,1,28058,57.0247344785801,"16"
"25",2012-10-01,"55-64","females","Negative",17,1,14743,115.308960184494,"17"
"26",2012-10-01,"55-64","females","Positive",14,1,14743,94.9603201519365,"14"
"27",2012-10-01,"55-64","females",NA,20,1,14743,135.657600217052,"20"
"28",2012-10-01,"55-64","males","Negative",14,1,15591,89.7953947790392,"14"
"29",2012-10-01,"55-64","males","Positive",14,1,15591,89.7953947790392,"14"
"30",2012-10-01,"55-64","males",NA,12,1,15591,76.9674812391765,"12"
"31",2012-10-01,"65+","females","Negative",25,1,14427,173.286199487073,"25"
"32",2012-10-01,"65+","females","Positive",6,1,14427,41.5886878768975,"6"
"33",2012-10-01,"65+","females",NA,33,1,14427,228.737783322936,"33"
"34",2012-10-01,"65+","males","Negative",22,1,12778,172.17091876663,"22"
"35",2012-10-01,"65+","males","Positive",9,1,12778,70.4335576772578,"9"
"36",2012-10-01,"65+","males",NA,25,1,12778,195.648771325716,"25"
"37",2013-01-01,"15-24","females","Negative",39,2,130284,29.9346044026895,"39"
"38",2013-01-01,"15-24","females","Positive",38,2,130284,29.1670504436462,"38"
"39",2013-01-01,"15-24","females",NA,41,2,130284,31.4697123207761,"41"
"40",2013-01-01,"15-24","males","Negative",33,2,120081,27.4814500212357,"33"
"41",2013-01-01,"15-24","males","Positive",17,2,120081,14.1571106170002,"17"
"42",2013-01-01,"15-24","males",NA,41,2,120081,34.1436197233534,"41"
"43",2013-01-01,"25-34","females","Negative",24,2,95045,25.2511968015151,"24"
"44",2013-01-01,"25-34","females","Positive",133,2,95045,139.933715608396,"133"
"45",2013-01-01,"25-34","females",NA,55,2,95045,57.867326003472,"55"
"46",2013-01-01,"25-34","males","Negative",32,2,96926,33.0148773290964,"32"
"47",2013-01-01,"25-34","males","Positive",94,2,96926,96.9812021542208,"94"
"48",2013-01-01,"25-34","males",NA,54,2,96926,55.7126054928502,"54"
"49",2013-01-01,"35-44","females","Negative",17,2,52331,32.4855248323174,"17"
"50",2013-01-01,"35-44","females","Positive",99,2,52331,189.180409317613,"99"
"51",2013-01-01,"35-44","females",NA,21,2,52331,40.1291777340391,"21"
"52",2013-01-01,"35-44","males","Negative",14,2,60374,23.1887898764369,"14"
"53",2013-01-01,"35-44","males","Positive",122,2,60374,202.073740351807,"122"
"54",2013-01-01,"35-44","males",NA,37,2,60374,61.2846589591546,"37"
"55",2013-01-01,"45-54","females","Negative",14,2,25063,55.8592347284842,"14"
"56",2013-01-01,"45-54","females","Positive",37,2,25063,147.627977496708,"37"
"57",2013-01-01,"45-54","females",NA,15,2,25063,59.8491800662331,"15"
"58",2013-01-01,"45-54","males","Negative",12,2,28394,42.2624498133408,"12"
"59",2013-01-01,"45-54","males","Positive",53,2,28394,186.659153342255,"53"
"60",2013-01-01,"45-54","males",NA,24,2,28394,84.5248996266817,"24"
"61",2013-01-01,"55-64","females","Negative",15,2,14844,101.050929668553,"15"
"62",2013-01-01,"55-64","females","Positive",9,2,14844,60.6305578011318,"9"
"63",2013-01-01,"55-64","females",NA,17,2,14844,114.524386957693,"17"
"64",2013-01-01,"55-64","males","Negative",11,2,15650,70.2875399361022,"11"
"65",2013-01-01,"55-64","males","Positive",22,2,15650,140.575079872204,"22"
"66",2013-01-01,"55-64","males",NA,33,2,15650,210.862619808307,"33"
"67",2013-01-01,"65+","females","Negative",13,2,14565,89.2550635084106,"13"
"68",2013-01-01,"65+","females","Positive",NA,2,14565,NA,"<5"
"69",2013-01-01,"65+","females",NA,33,2,14565,226.570545829042,"33"
"70",2013-01-01,"65+","males","Negative",15,2,12893,116.342201194447,"15"
"71",2013-01-01,"65+","males","Positive",8,2,12893,62.0491739703715,"8"
"72",2013-01-01,"65+","males",NA,32,2,12893,248.196695881486,"32"
"73",2013-04-01,"15-24","females","Negative",36,3,131058,27.4687542919929,"36"
"74",2013-04-01,"15-24","females","Positive",66,3,131058,50.3593828686536,"66"
"75",2013-04-01,"15-24","females",NA,52,3,131058,39.6770895328786,"52"
"76",2013-04-01,"15-24","males","Negative",39,3,120965,32.2407307898979,"39"
"77",2013-04-01,"15-24","males","Positive",21,3,120965,17.3603935022527,"21"
"78",2013-04-01,"15-24","males",NA,50,3,120965,41.3342702434589,"50"
"79",2013-04-01,"25-34","females","Negative",25,3,95482,26.1829454766343,"25"
"80",2013-04-01,"25-34","females","Positive",143,3,95482,149.766448126348,"143"
"81",2013-04-01,"25-34","females",NA,58,3,95482,60.7444335057917,"58"
"82",2013-04-01,"25-34","males","Negative",20,3,96957,20.6277009395918,"20"
"83",2013-04-01,"25-34","males","Positive",115,3,96957,118.609280402653,"115"
"84",2013-04-01,"25-34","males",NA,57,3,96957,58.7889476778366,"57"
"85",2013-04-01,"35-44","females","Negative",13,3,53139,24.4641412145505,"13"
"86",2013-04-01,"35-44","females","Positive",106,3,53139,199.476843749412,"106"
"87",2013-04-01,"35-44","females",NA,32,3,53139,60.2194245281244,"32"
"88",2013-04-01,"35-44","males","Negative",17,3,61121,27.8136810588832,"17"
"89",2013-04-01,"35-44","males","Positive",137,3,61121,224.145547356882,"137"
"90",2013-04-01,"35-44","males",NA,43,3,61121,70.3522520901163,"43"
"91",2013-04-01,"45-54","females","Negative",10,3,25295,39.5335046451868,"10"
"92",2013-04-01,"45-54","females","Positive",41,3,25295,162.087369045266,"41"
"93",2013-04-01,"45-54","females",NA,27,3,25295,106.740462542004,"27"
"94",2013-04-01,"45-54","males","Negative",15,3,28731,52.2084159966587,"15"
"95",2013-04-01,"45-54","males","Positive",52,3,28731,180.989175455083,"52"
"96",2013-04-01,"45-54","males",NA,27,3,28731,93.9751487939856,"27"
"97",2013-04-01,"55-64","females","Negative",14,3,14945,93.6768149882904,"14"
"98",2013-04-01,"55-64","females","Positive",23,3,14945,153.89762462362,"23"
"99",2013-04-01,"55-64","females",NA,27,3,14945,180.662428905989,"27"
"100",2013-04-01,"55-64","males","Negative",16,3,15708,101.858925388337,"16"
"101",2013-04-01,"55-64","males","Positive",15,3,15708,95.4927425515661,"15"
"102",2013-04-01,"55-64","males",NA,26,3,15708,165.520753756048,"26"
"103",2013-04-01,"65+","females","Negative",13,3,14702,88.4233437627534,"13"
"104",2013-04-01,"65+","females","Positive",9,3,14702,61.2161610665216,"9"
"105",2013-04-01,"65+","females",NA,53,3,14702,360.495170725071,"53"
"106",2013-04-01,"65+","males","Negative",24,3,13007,184.516029830091,"24"
"107",2013-04-01,"65+","males","Positive",7,3,13007,53.81717536711,"7"
"108",2013-04-01,"65+","males",NA,33,3,13007,253.709541016376,"33"
"109",2013-07-01,"15-24","females","Negative",13,4,131832,9.86103525699375,"13"
"110",2013-07-01,"15-24","females","Positive",42,4,131832,31.858729291826,"42"
"111",2013-07-01,"15-24","females",NA,61,4,131832,46.2710115905091,"61"
"112",2013-07-01,"15-24","males","Negative",35,4,121848,28.7243122578951,"35"
"113",2013-07-01,"15-24","males","Positive",15,4,121848,12.3104195390979,"15"
"114",2013-07-01,"15-24","males",NA,59,4,121848,48.4209835204517,"59"
"115",2013-07-01,"25-34","females","Negative",21,4,95917,21.8939291262237,"21"
"116",2013-07-01,"25-34","females","Positive",140,4,95917,145.959527508158,"140"
"117",2013-07-01,"25-34","females",NA,82,4,95917,85.4905803976355,"82"
"118",2013-07-01,"25-34","males","Negative",24,4,96990,24.7448190535107,"24"
"119",2013-07-01,"25-34","males","Positive",109,4,96990,112.382719868028,"109"
"120",2013-07-01,"25-34","males",NA,80,4,96990,82.4827301783689,"80"
"121",2013-07-01,"35-44","females","Negative",7,4,53948,12.9754578482984,"7"
"122",2013-07-01,"35-44","females","Positive",100,4,53948,185.363683547119,"100"
"123",2013-07-01,"35-44","females",NA,52,4,53948,96.3891154445021,"52"
"124",2013-07-01,"35-44","males","Negative",17,4,61869,27.4774119510579,"17"
"125",2013-07-01,"35-44","males","Positive",136,4,61869,219.819295608463,"136"
"126",2013-07-01,"35-44","males",NA,65,4,61869,105.060692754045,"65"
"127",2013-07-01,"45-54","females","Negative",14,4,25525,54.8481880509305,"14"
"128",2013-07-01,"45-54","females","Positive",41,4,25525,160.626836434868,"41"
"129",2013-07-01,"45-54","females",NA,49,4,25525,191.968658178257,"49"
"130",2013-07-01,"45-54","males","Negative",6,4,29067,20.641965115079,"6"
"131",2013-07-01,"45-54","males","Positive",55,4,29067,189.21801355489,"55"
"132",2013-07-01,"45-54","males",NA,34,4,29067,116.971135652114,"34"
"133",2013-07-01,"55-64","females","Negative",12,4,15045,79.7607178464606,"12"
"134",2013-07-01,"55-64","females","Positive",13,4,15045,86.4074443336657,"13"
"135",2013-07-01,"55-64","females",NA,41,4,15045,272.515785975407,"41"
"136",2013-07-01,"55-64","males","Negative",13,4,15766,82.4559177977927,"13"
"137",2013-07-01,"55-64","males","Positive",29,4,15766,183.940124318153,"29"
"138",2013-07-01,"55-64","males",NA,26,4,15766,164.911835595585,"26"
"139",2013-07-01,"65+","females","Negative",10,4,14838,67.3945275643618,"10"
"140",2013-07-01,"65+","females","Positive",7,4,14838,47.1761692950532,"7"
"141",2013-07-01,"65+","females",NA,87,4,14838,586.332389809947,"87"
"142",2013-07-01,"65+","males","Negative",29,4,13121,221.019739349135,"29"
"143",2013-07-01,"65+","males","Positive",12,4,13121,91.4564438686076,"12"
"144",2013-07-01,"65+","males",NA,59,4,13121,449.660849020654,"59"
"145",2013-10-01,"15-24","females","Negative",29,5,132606,21.869297015218,"29"
"146",2013-10-01,"15-24","females","Positive",48,5,132606,36.1974571286367,"48"
"147",2013-10-01,"15-24","females",NA,36,5,132606,27.1480928464775,"36"
"148",2013-10-01,"15-24","males","Negative",12,5,122732,9.77740116676987,"12"
"149",2013-10-01,"15-24","males","Positive",25,5,122732,20.3695857641039,"25"
"150",2013-10-01,"15-24","males",NA,44,5,122732,35.8504709448229,"44"
"151",2013-10-01,"25-34","females","Negative",18,5,96353,18.6813072763692,"18"
"152",2013-10-01,"25-34","females","Positive",118,5,96353,122.466347700642,"118"
"153",2013-10-01,"25-34","females",NA,62,5,96353,64.3467250630494,"62"
"154",2013-10-01,"25-34","males","Negative",19,5,97022,19.5831873183402,"19"
"155",2013-10-01,"25-34","males","Positive",90,5,97022,92.7624662447692,"90"
"156",2013-10-01,"25-34","males",NA,85,5,97022,87.6089958978376,"85"
"157",2013-10-01,"35-44","females","Negative",12,5,54756,21.9154065307911,"12"
"158",2013-10-01,"35-44","females","Positive",100,5,54756,182.628387756593,"100"
"159",2013-10-01,"35-44","females",NA,31,5,54756,56.6148002045438,"31"
"160",2013-10-01,"35-44","males","Negative",7,5,62616,11.1792513095694,"7"
"161",2013-10-01,"35-44","males","Positive",128,5,62616,204.420595374984,"128"
"162",2013-10-01,"35-44","males",NA,84,5,62616,134.151015714833,"84"
"163",2013-10-01,"45-54","females","Negative",14,5,25756,54.3562665010095,"14"
"164",2013-10-01,"45-54","females","Positive",46,5,25756,178.59916136046,"46"
"165",2013-10-01,"45-54","females",NA,29,5,25756,112.595123466377,"29"
"166",2013-10-01,"45-54","males","Negative",NA,5,29403,NA,"<5"
"167",2013-10-01,"45-54","males","Positive",51,5,29403,173.451688603204,"51"
"168",2013-10-01,"45-54","males",NA,37,5,29403,125.837499574873,"37"
"169",2013-10-01,"55-64","females","Negative",13,5,15146,85.8312425722963,"13"
"170",2013-10-01,"55-64","females","Positive",24,5,15146,158.457678595009,"24"
"171",2013-10-01,"55-64","females",NA,26,5,15146,171.662485144593,"26"
"172",2013-10-01,"55-64","males","Negative",5,5,15825,31.5955766192733,"5"
"173",2013-10-01,"55-64","males","Positive",26,5,15825,164.296998420221,"26"
"174",2013-10-01,"55-64","males",NA,34,5,15825,214.849921011058,"34"
"175",2013-10-01,"65+","females","Negative",16,5,14976,106.837606837607,"16"
"176",2013-10-01,"65+","females","Positive",NA,5,14976,NA,"<5"
"177",2013-10-01,"65+","females",NA,56,5,14976,373.931623931624,"56"
"178",2013-10-01,"65+","males","Negative",12,5,13236,90.6618313689937,"12"
"179",2013-10-01,"65+","males","Positive",NA,5,13236,NA,"<5"
"180",2013-10-01,"65+","males",NA,47,5,13236,355.092172861892,"47"
"181",2014-01-01,"15-24","females","Negative",37,6,133381,27.740082920356,"37"
"182",2014-01-01,"15-24","females","Positive",60,6,133381,44.9839182492259,"60"
"183",2014-01-01,"15-24","females",NA,33,6,133381,24.7411550370742,"33"
"184",2014-01-01,"15-24","males","Negative",21,6,123615,16.9882295837884,"21"
"185",2014-01-01,"15-24","males","Positive",24,6,123615,19.4151195243296,"24"
"186",2014-01-01,"15-24","males",NA,58,6,123615,46.9198721837965,"58"
"187",2014-01-01,"25-34","females","Negative",34,6,96789,35.1279587556437,"34"
"188",2014-01-01,"25-34","females","Positive",157,6,96789,162.208515430472,"157"
"189",2014-01-01,"25-34","females",NA,35,6,96789,36.1611340131627,"35"
"190",2014-01-01,"25-34","males","Negative",23,6,97054,23.6981474230841,"23"
"191",2014-01-01,"25-34","males","Positive",103,6,97054,106.126486285985,"103"
"192",2014-01-01,"25-34","males",NA,50,6,97054,51.5177117893132,"50"
"193",2014-01-01,"35-44","females","Negative",13,6,55564,23.3964437405514,"13"
"194",2014-01-01,"35-44","females","Positive",110,6,55564,197.969908573897,"110"
"195",2014-01-01,"35-44","females",NA,18,6,55564,32.3950759484558,"18"
"196",2014-01-01,"35-44","males","Negative",13,6,63364,20.5163815415693,"13"
"197",2014-01-01,"35-44","males","Positive",135,6,63364,213.05473139322,"135"
"198",2014-01-01,"35-44","males",NA,43,6,63364,67.8618774067294,"43"
"199",2014-01-01,"45-54","females","Negative",14,6,25987,53.8730903913495,"14"
"200",2014-01-01,"45-54","females","Positive",49,6,25987,188.555816369723,"49"
"201",2014-01-01,"45-54","females",NA,16,6,25987,61.5692461615423,"16"
"202",2014-01-01,"45-54","males","Negative",8,6,29741,26.8988937829932,"8"
"203",2014-01-01,"45-54","males","Positive",50,6,29741,168.118086143707,"50"
"204",2014-01-01,"45-54","males",NA,29,6,29741,97.5084899633503,"29"
"205",2014-01-01,"55-64","females","Negative",23,6,15249,150.829562594268,"23"
"206",2014-01-01,"55-64","females","Positive",17,6,15249,111.482720178372,"17"
"207",2014-01-01,"55-64","females",NA,32,6,15249,209.849826218113,"32"
"208",2014-01-01,"55-64","males","Negative",16,6,15884,100.730294636112,"16"
"209",2014-01-01,"55-64","males","Positive",17,6,15884,107.025938050869,"17"
"210",2014-01-01,"55-64","males",NA,22,6,15884,138.504155124654,"22"
"211",2014-01-01,"65+","females","Negative",20,6,15111,132.353914367017,"20"
"212",2014-01-01,"65+","females","Positive",7,6,15111,46.3238700284561,"7"
"213",2014-01-01,"65+","females",NA,58,6,15111,383.82635166435,"58"
"214",2014-01-01,"65+","males","Negative",18,6,13350,134.831460674157,"18"
"215",2014-01-01,"65+","males","Positive",10,6,13350,74.9063670411985,"10"
"216",2014-01-01,"65+","males",NA,66,6,13350,494.38202247191,"66"
"217",2014-04-01,"15-24","females","Negative",35,7,134155,26.089225150013,"35"
"218",2014-04-01,"15-24","females","Positive",56,7,134155,41.7427602400209,"56"
"219",2014-04-01,"15-24","females",NA,34,7,134155,25.3438187171555,"34"
"220",2014-04-01,"15-24","males","Negative",23,7,124499,18.4740439682246,"23"
"221",2014-04-01,"15-24","males","Positive",23,7,124499,18.4740439682246,"23"
"222",2014-04-01,"15-24","males",NA,45,7,124499,36.144868633483,"45"
"223",2014-04-01,"25-34","females","Negative",27,7,97225,27.7706351247107,"27"
"224",2014-04-01,"25-34","females","Positive",136,7,97225,139.88171766521,"136"
"225",2014-04-01,"25-34","females",NA,29,7,97225,29.8277192080226,"29"
"226",2014-04-01,"25-34","males","Negative",20,7,97087,20.6000803403133,"20"
"227",2014-04-01,"25-34","males","Positive",123,7,97087,126.690494092927,"123"
"228",2014-04-01,"25-34","males",NA,59,7,97087,60.7702370039243,"59"
"229",2014-04-01,"35-44","females","Negative",13,7,56374,23.0602760137652,"13"
"230",2014-04-01,"35-44","females","Positive",101,7,56374,179.160605953099,"101"
"231",2014-04-01,"35-44","females",NA,12,7,56374,21.286408628091,"12"
"232",2014-04-01,"35-44","males","Negative",15,7,64111,23.396920965201,"15"
"233",2014-04-01,"35-44","males","Positive",136,7,64111,212.132083417822,"136"
"234",2014-04-01,"35-44","males",NA,39,7,64111,60.8319945095225,"39"
"235",2014-04-01,"45-54","females","Negative",11,7,26218,41.9559081547029,"11"
"236",2014-04-01,"45-54","females","Positive",31,7,26218,118.23937752689,"31"
"237",2014-04-01,"45-54","females",NA,16,7,26218,61.0267754977496,"16"
"238",2014-04-01,"45-54","males","Negative",5,7,30076,16.6245511371193,"5"
"239",2014-04-01,"45-54","males","Positive",65,7,30076,216.119164782551,"65"
"240",2014-04-01,"45-54","males",NA,24,7,30076,79.7978454581726,"24"
"241",2014-04-01,"55-64","females","Negative",17,7,15350,110.749185667752,"17"
"242",2014-04-01,"55-64","females","Positive",13,7,15350,84.6905537459283,"13"
"243",2014-04-01,"55-64","females",NA,24,7,15350,156.351791530945,"24"
"244",2014-04-01,"55-64","males","Negative",19,7,15943,119.174559367748,"19"
"245",2014-04-01,"55-64","males","Positive",19,7,15943,119.174559367748,"19"
"246",2014-04-01,"55-64","males",NA,34,7,15943,213.259737815969,"34"
"247",2014-04-01,"65+","females","Negative",21,7,15249,137.713948455636,"21"
"248",2014-04-01,"65+","females","Positive",8,7,15249,52.4624565545282,"8"
"249",2014-04-01,"65+","females",NA,55,7,15249,360.679388812381,"55"
"250",2014-04-01,"65+","males","Negative",16,7,13463,118.844239768254,"16"
"251",2014-04-01,"65+","males","Positive",5,7,13463,37.1388249275793,"5"
"252",2014-04-01,"65+","males",NA,46,7,13463,341.677189333729,"46"
"253",2014-07-01,"15-24","females","Negative",49,8,134929,36.3153955043023,"49"
"254",2014-07-01,"15-24","females","Positive",44,8,134929,32.6097429018224,"44"
"255",2014-07-01,"15-24","females",NA,18,8,134929,13.3403493689274,"18"
"256",2014-07-01,"15-24","males","Negative",15,8,125384,11.9632488993811,"15"
"257",2014-07-01,"15-24","males","Positive",16,8,125384,12.7607988260065,"16"
"258",2014-07-01,"15-24","males",NA,38,8,125384,30.3068972117655,"38"
"259",2014-07-01,"25-34","females","Negative",36,8,97661,36.8622070222504,"36"
"260",2014-07-01,"25-34","females","Positive",158,8,97661,161.784130819877,"158"
"261",2014-07-01,"25-34","females",NA,27,8,97661,27.6466552666878,"27"
"262",2014-07-01,"25-34","males","Negative",20,8,97118,20.5935048085834,"20"
"263",2014-07-01,"25-34","males","Positive",116,8,97118,119.442327889784,"116"
"264",2014-07-01,"25-34","males",NA,56,8,97118,57.6618134640334,"56"
"265",2014-07-01,"35-44","females","Negative",14,8,57183,24.4828008324152,"14"
"266",2014-07-01,"35-44","females","Positive",126,8,57183,220.345207491737,"126"
"267",2014-07-01,"35-44","females",NA,14,8,57183,24.4828008324152,"14"
"268",2014-07-01,"35-44","males","Negative",15,8,64857,23.1278042462649,"15"
"269",2014-07-01,"35-44","males","Positive",125,8,64857,192.731702052207,"125"
"270",2014-07-01,"35-44","males",NA,43,8,64857,66.2997055059593,"43"
"271",2014-07-01,"45-54","females","Negative",25,8,26448,94.5251058681186,"25"
"272",2014-07-01,"45-54","females","Positive",58,8,26448,219.298245614035,"58"
"273",2014-07-01,"45-54","females",NA,20,8,26448,75.6200846944949,"20"
"274",2014-07-01,"45-54","males","Negative",9,8,30413,29.5926084240292,"9"
"275",2014-07-01,"45-54","males","Positive",64,8,30413,210.436326570874,"64"
"276",2014-07-01,"45-54","males",NA,25,8,30413,82.2016900667478,"25"
"277",2014-07-01,"55-64","females","Negative",32,8,15452,207.092932953663,"32"
"278",2014-07-01,"55-64","females","Positive",22,8,15452,142.376391405643,"22"
"279",2014-07-01,"55-64","females",NA,19,8,15452,122.961428941237,"19"
"280",2014-07-01,"55-64","males","Negative",18,8,16003,112.478910204337,"18"
"281",2014-07-01,"55-64","males","Positive",14,8,16003,87.4835968255952,"14"
"282",2014-07-01,"55-64","males",NA,26,8,16003,162.46953696182,"26"
"283",2014-07-01,"65+","females","Negative",32,8,15386,207.981281684648,"32"
"284",2014-07-01,"65+","females","Positive",12,8,15386,77.9929806317431,"12"
"285",2014-07-01,"65+","females",NA,51,8,15386,331.470167684908,"51"
"286",2014-07-01,"65+","males","Negative",27,8,13576,198.880377136123,"27"
"287",2014-07-01,"65+","males","Positive",12,8,13576,88.3912787271656,"12"
"288",2014-07-01,"65+","males",NA,45,8,13576,331.467295226871,"45"
"289",2014-10-01,"15-24","females","Negative",37,9,135703,27.2654252300981,"37"
"290",2014-10-01,"15-24","females","Positive",45,9,135703,33.160652306876,"45"
"291",2014-10-01,"15-24","females",NA,17,9,135703,12.5273575381532,"17"
"292",2014-10-01,"15-24","males","Negative",11,9,126267,8.71169822677343,"11"
"293",2014-10-01,"15-24","males","Positive",12,9,126267,9.50367079284374,"12"
"294",2014-10-01,"15-24","males",NA,43,9,126267,34.0548203410234,"43"
"295",2014-10-01,"25-34","females","Negative",27,9,98097,27.52377748555,"27"
"296",2014-10-01,"25-34","females","Positive",135,9,98097,137.61888742775,"135"
"297",2014-10-01,"25-34","females",NA,22,9,98097,22.4267816548926,"22"
"298",2014-10-01,"25-34","males","Negative",13,9,97151,13.3812312791428,"13"
"299",2014-10-01,"25-34","males","Positive",89,9,97151,91.6099679879775,"89"
"300",2014-10-01,"25-34","males",NA,72,9,97151,74.1114347767908,"72"
"301",2014-10-01,"35-44","females","Negative",17,9,57991,29.3148936904002,"17"
"302",2014-10-01,"35-44","females","Positive",106,9,57991,182.786984187201,"106"
"303",2014-10-01,"35-44","females",NA,14,9,57991,24.1416771568002,"14"
"304",2014-10-01,"35-44","males","Negative",10,9,65605,15.2427406447679,"10"
"305",2014-10-01,"35-44","males","Positive",94,9,65605,143.281762060819,"94"
"306",2014-10-01,"35-44","males",NA,51,9,65605,77.7379772883164,"51"
"307",2014-10-01,"45-54","females","Negative",15,9,26679,56.2239964016642,"15"
"308",2014-10-01,"45-54","females","Positive",35,9,26679,131.189324937217,"35"
"309",2014-10-01,"45-54","females",NA,9,9,26679,33.7343978409985,"9"
"310",2014-10-01,"45-54","males","Negative",6,9,30749,19.5128296855182,"6"
"311",2014-10-01,"45-54","males","Positive",45,9,30749,146.346222641387,"45"
"312",2014-10-01,"45-54","males",NA,33,9,30749,107.32056327035,"33"
"313",2014-10-01,"55-64","females","Negative",12,9,15553,77.155532694657,"12"
"314",2014-10-01,"55-64","females","Positive",23,9,15553,147.881437664759,"23"
"315",2014-10-01,"55-64","females",NA,13,9,15553,83.5851604192117,"13"
"316",2014-10-01,"55-64","males","Negative",6,9,16061,37.3575742481788,"6"
"317",2014-10-01,"55-64","males","Positive",22,9,16061,136.977772243322,"22"
"318",2014-10-01,"55-64","males",NA,20,9,16061,124.525247493929,"20"
"319",2014-10-01,"65+","females","Negative",24,9,15523,154.609289441474,"24"
"320",2014-10-01,"65+","females","Positive",8,9,15523,51.5364298138246,"8"
"321",2014-10-01,"65+","females",NA,38,9,15523,244.798041615667,"38"
"322",2014-10-01,"65+","males","Negative",12,9,13691,87.6488203929589,"12"
"323",2014-10-01,"65+","males","Positive",8,9,13691,58.4325469286393,"8"
"324",2014-10-01,"65+","males",NA,44,9,13691,321.379008107516,"44"
"325",2015-01-01,"15-24","females","Negative",30,10,136477,21.9817258585696,"30"
"326",2015-01-01,"15-24","females","Positive",53,10,136477,38.8343823501396,"53"
"327",2015-01-01,"15-24","females",NA,17,10,136477,12.4563113198561,"17"
"328",2015-01-01,"15-24","males","Negative",14,10,127150,11.010617381046,"14"
"329",2015-01-01,"15-24","males","Positive",21,10,127150,16.515926071569,"21"
"330",2015-01-01,"15-24","males",NA,32,10,127150,25.1671254423909,"32"
"331",2015-01-01,"25-34","females","Negative",26,10,98532,26.3873665408192,"26"
"332",2015-01-01,"25-34","females","Positive",125,10,98532,126.862339138554,"125"
"333",2015-01-01,"25-34","females",NA,32,10,98532,32.4767588194698,"32"
"334",2015-01-01,"25-34","males","Negative",21,10,97183,21.6087175740613,"21"
"335",2015-01-01,"25-34","males","Positive",71,10,97183,73.0580451313501,"71"
"336",2015-01-01,"25-34","males",NA,59,10,97183,60.7102065176008,"59"
"337",2015-01-01,"35-44","females","Negative",9,10,58799,15.3063827616116,"9"
